id,cnt,chk,ein,eout,area_m2,habitat,path_med,path_min,path_max,elev_m,edge
388,,,,,18,blind channel,2252.632,2252.632,2252.632,5.884212,0
389,,,,,97,blind channel,1921.464,1921.464,1921.464,0.0216192,0
390,,,,,16,blind channel,2065.137,2065.137,2065.137,6.648665,0
391,,,,,18,blind channel,2161.763,2161.763,2161.763,8.1823368,0
392,,,,,18,blind channel,2210.29,2210.29,2210.29,7.064301,0
393,,,,,7,blind channel,2112.2,2112.2,2112.2,7.0210142,0
394,,,,,13,blind channel,2109.507,2109.507,2109.507,7.0210142,0
395,,,,,17,blind channel,2236.647,2236.647,2236.647,5.884212,0
396,,,,,15,blind channel,2152.52,2152.52,2152.52,4.735672,0
397,,,,,13,blind channel,2069.058,2069.058,2069.058,4.162529,0
398,,,,,21,blind channel,2182.969,2182.969,2182.969,4.8389769,0
399,,,,,16,blind channel,2066.351,2066.351,2066.351,4.162529,0
400,,,,,18,blind channel,2168.348,2168.348,2168.348,4.8389769,0
401,,,,,22,blind channel,2296.795,2296.795,2296.795,6.2432299,0
402,,,,,20,blind channel,2138.156,2138.156,2138.156,4.735672,0
403,,,,,33,blind channel,2054.238,2054.238,2054.238,6.648665,0
404,,,,,12,blind channel,2222.369,2222.369,2222.369,5.884212,0
405,,,,,20,blind channel,2153.52,2153.52,2153.52,8.1823368,0
406,,,,,16,blind channel,2307.659,2307.659,2307.659,6.2432299,0
407,,,,,3,blind channel,2159.313,2159.313,2159.313,8.0044622,0
408,,,,,20,blind channel,2099.972,2099.972,2099.972,7.0210142,0
409,,,,,7,blind channel,2288.052,2288.052,2288.052,8.7417097,0
410,,,,,17,blind channel,2198.54,2198.54,2198.54,5.1962662,0
411,,,,,11,blind channel,2202.04,2202.04,2202.04,5.1962662,0
412,,,,,6,blind channel,2277.824,2277.824,2277.824,8.8941031,0
413,,,,,18,blind channel,2217.455,2217.455,2217.455,6.1109662,0
414,,,,,13,blind channel,2061.779,2061.779,2061.779,3.8405321,0
415,,,,,108,blind channel,1905.514,1905.514,1905.514,0.0216192,0
416,,,,,14,blind channel,2067.865,2067.865,2067.865,4.162529,0
417,,,,,31,blind channel,2054.33,2054.33,2054.33,3.8405321,0
418,,,,,17,blind channel,2323.023,2323.023,2323.023,7.1558242,0
419,,,,,3,blind channel,2157.434,2157.434,2157.434,8.1823368,0
420,,,,,19,blind channel,2225.654,2225.654,2225.654,7.064301,0
421,,,,,11,blind channel,2210.404,2210.404,2210.404,4.8389769,0
422,,,,,12,blind channel,2205.819,2205.819,2205.819,5.1962662,0
423,,,,,9,blind channel,2308.573,2308.573,2308.573,6.2432299,0
424,,,,,4,blind channel,2091.522,2091.522,2091.522,6.3162928,0
425,,,,,10,blind channel,2273.446,2273.446,2273.446,8.8941031,0
426,,,,,14,blind channel,2309.866,2309.866,2309.866,6.2432299,0
427,,,,,18,blind channel,2122.72,2122.72,2122.72,4.5693202,0
428,,,,,18,blind channel,2138.292,2138.292,2138.292,7.9792151,0
429,,,,,16,blind channel,2225.475,2225.475,2225.475,4.8389769,0
430,,,,,17,blind channel,2268.703,2268.703,2268.703,8.8941031,0
431,,,,,22,blind channel,2038.874,2038.874,2038.874,6.3691139,0
432,,,,,19,blind channel,2107.856,2107.856,2107.856,4.3484082,0
433,,,,,17,blind channel,2229.561,2229.561,2229.561,6.3063402,0
434,,,,,18,blind channel,2080.8,2080.8,2080.8,3.8405321,0
435,,,,,14,blind channel,2214.597,2214.597,2214.597,5.1962662,0
436,,,,,20,blind channel,2083.901,2083.901,2083.901,6.3162928,0
437,,,,,7,blind channel,2319.437,2319.437,2319.437,6.2432299,0
438,,,,,5,blind channel,2319.23,2319.23,2319.23,6.2432299,0
439,,,,,15,blind channel,2323.73,2323.73,2323.73,6.2432299,0
440,,,,,11,blind channel,2320.437,2320.437,2320.437,6.2432299,0
441,,,,,16,blind channel,2240.053,2240.053,2240.053,7.064301,0
442,,,,,26,blind channel,2039.637,2039.637,2039.637,3.8405321,0
443,,,,,19,blind channel,2337.751,2337.751,2337.751,7.5093341,0
444,,,,,10,blind channel,2122.771,2122.771,2122.771,7.9792151,0
445,,,,,98,blind channel,1889.978,1889.978,1889.978,-0.0143174,0
446,,,,,3,blind channel,2120.564,2120.564,2120.564,7.9792151,0
447,,,,,11,blind channel,2118.029,2118.029,2118.029,7.9792151,0
448,,,,,8,blind channel,2351.115,2351.115,2351.115,8.4421921,0
449,,,,,8,blind channel,2339.301,2339.301,2339.301,7.5093341,0
450,,,,,17,blind channel,2094.164,2094.164,2094.164,3.932497,0
451,,,,,20,blind channel,2024.025,2024.025,2024.025,5.936873,0
452,,,,,15,blind channel,2255.925,2255.925,2255.925,8.5168447,0
453,,,,,8,blind channel,1928.455,1928.455,1928.455,8.5380363,0
454,,,,,27,blind channel,2027.324,2027.324,2027.324,3.8405321,0
455,,,,,18,blind channel,2239.218,2239.218,2239.218,7.0362382,0
456,,,,,17,blind channel,2333.872,2333.872,2333.872,7.090344,0
457,,,,,19,blind channel,2245.046,2245.046,2245.046,7.3466172,0
458,,,,,8,blind channel,2078.729,2078.729,2078.729,8.1713543,0
459,,,,,16,blind channel,2069.708,2069.708,2069.708,6.1939611,0
460,,,,,11,blind channel,2031.738,2031.738,2031.738,3.8405321,0
461,,,,,15,blind channel,2334.751,2334.751,2334.751,7.090344,0
462,,,,,16,blind channel,2229.632,2229.632,2229.632,6.9729948,0
463,,,,,9,blind channel,2256.074,2256.074,2256.074,7.064301,0
464,,,,,23,blind channel,2103.008,2103.008,2103.008,7.9792151,0
465,,,,,10,blind channel,2338.165,2338.165,2338.165,7.090344,0
466,,,,,5,blind channel,2256.239,2256.239,2256.239,7.3466172,0
467,,,,,17,blind channel,2240.575,2240.575,2240.575,8.4421921,0
468,,,,,102,blind channel,1874.357,1874.357,1874.357,-0.0439987,0
469,,,,,3,blind channel,2061.794,2061.794,2061.794,6.1759758,0
470,,,,,15,blind channel,1913.556,1913.556,1913.556,8.053031,0
471,,,,,8,blind channel,2350.65,2350.65,2350.65,8.016016,0
472,,,,,13,blind channel,2253.961,2253.961,2253.961,7.3466172,0
473,,,,,4,blind channel,2345.029,2345.029,2345.029,7.090344,0
474,,,,,28,blind channel,2010.403,2010.403,2010.403,5.936873,0
475,,,,,26,blind channel,2089.194,2089.194,2089.194,6.7560921,0
476,,,,,29,blind channel,2012.096,2012.096,2012.096,3.7650089,0
477,,,,,14,blind channel,2346.772,2346.772,2346.772,7.8773751,0
478,,,,,17,blind channel,2045.344,2045.344,2045.344,3.8405321,0
479,,,,,4,blind channel,2345.287,2345.287,2345.287,7.8773751,0
480,,,,,13,blind channel,2064.916,2064.916,2064.916,6.1759758,0
481,,,,,16,blind channel,2055.223,2055.223,2055.223,6.1759758,0
482,,,,,15,blind channel,2056.38,2056.38,2056.38,6.1759758,0
483,,,,,17,blind channel,2253.632,2253.632,2253.632,7.0362382,0
484,,,,,7,blind channel,2243.532,2243.532,2243.532,7.679235,0
485,,,,,17,blind channel,1886.585,1886.585,1886.585,0.0497982,0
486,,,,,18,blind channel,2224.762,2224.762,2224.762,8.4421921,0
487,,,,,16,blind channel,1899.328,1899.328,1899.328,8.053031,0
488,,,,,17,blind channel,1871.635,1871.635,1871.635,-0.0439987,0
489,,,,,8,blind channel,2110.078,2110.078,2110.078,6.419395,0
490,,,,,115,blind channel,1860.236,1860.236,1860.236,-0.0982489,0
491,,,,,7,blind channel,2267.375,2267.375,2267.375,7.5348911,0
492,,,,,26,blind channel,2073.966,2073.966,2073.966,5.680234,0
493,,,,,16,blind channel,2057.658,2057.658,2057.658,6.243402,0
494,,,,,40,blind channel,1997.696,1997.696,1997.696,3.629401,0
495,,,,,25,blind channel,1995.782,1995.782,1995.782,3.629401,0
496,,,,,8,blind channel,2361.843,2361.843,2361.843,7.8773751,0
497,,,,,10,blind channel,2041.98,2041.98,2041.98,6.1759758,0
498,,,,,7,blind channel,2056.137,2056.137,2056.137,8.2938051,0
499,,,,,10,blind channel,2040.688,2040.688,2040.688,6.1759758,0
500,,,,,18,blind channel,2210.155,2210.155,2210.155,8.3971958,0
501,,,,,16,blind channel,2269.375,2269.375,2269.375,7.679235,0
502,,,,,16,blind channel,2073.643,2073.643,2073.643,6.243402,0
503,,,,,7,blind channel,2038.48,2038.48,2038.48,6.1759758,0
504,,,,,28,blind channel,2065.688,2065.688,2065.688,5.680234,0
505,,,,,12,blind channel,2096.8,2096.8,2096.8,6.419395,0
506,,,,,12,blind channel,2037.152,2037.152,2037.152,6.1759758,0
507,,,,,17,blind channel,2073.102,2073.102,2073.102,5.680234,0
508,,,,,16,blind channel,2088.8,2088.8,2088.8,6.419395,0
509,,,,,16,blind channel,2042.652,2042.652,2042.652,8.2252769,0
510,,,,,36,blind channel,1983.297,1983.297,1983.297,3.629401,0
511,,,,,10,blind channel,2043.723,2043.723,2043.723,6.1759758,0
512,,,,,2162,distributary channel,2059.914,2059.914,2059.914,0.4855643,1
513,,,,,17,blind channel,2197.17,2197.17,2197.17,8.302002,0
514,,,,,27,blind channel,1980.054,1980.054,1980.054,3.629401,0
515,,,,,113,blind channel,1844.821,1844.821,1844.821,-0.0982489,0
516,,,,,29,blind channel,2050.582,2050.582,2050.582,5.680234,0
517,,,,,18,blind channel,2022.667,2022.667,2022.667,5.7699261,0
518,,,,,12,blind channel,2097.578,2097.578,2097.578,6.419395,0
519,,,,,4,blind channel,2050.587,2050.587,2050.587,6.1759758,0
520,,,,,18,blind channel,2200.448,2200.448,2200.448,8.3851175,0
521,,,,,8,blind channel,2283.36,2283.36,2283.36,7.7061639,0
522,,,,,4,blind channel,2050.637,2050.637,2050.637,6.1759758,0
523,,,,,15,blind channel,2029.167,2029.167,2029.167,5.7699261,0
524,,,,,21,blind channel,2088.33,2088.33,2088.33,6.614428,0
525,,,,,9,blind channel,2210.219,2210.219,2210.219,7.7233849,0
526,,,,,8,blind channel,2215.276,2215.276,2215.276,8.4155617,0
527,,,,,15,blind channel,2189.549,2189.549,2189.549,8.1588144,0
528,,,,,14,blind channel,2182.442,2182.442,2182.442,8.1588144,0
529,,,,,27,blind channel,2035.854,2035.854,2035.854,4.9221182,0
530,,,,,52,blind channel,1969.14,1969.14,1969.14,3.629401,0
531,,,,,8,blind channel,2055.158,2055.158,2055.158,8.0473146,0
532,,,,,21,blind channel,2195.441,2195.441,2195.441,8.4600649,0
533,,,,,17,blind channel,1968.761,1968.761,1968.761,3.629401,0
534,,,,,16,blind channel,2111.271,2111.271,2111.271,6.419395,0
535,,,,,13,blind channel,2014.681,2014.681,2014.681,5.53369,0
536,,,,,11,blind channel,2007.767,2007.767,2007.767,5.2845502,0
537,,,,,120,blind channel,1828.958,1828.958,1828.958,-0.0982489,0
538,,,,,20,blind channel,2021.368,2021.368,2021.368,4.9221182,0
539,,,,,8,blind channel,2221.483,2221.483,2221.483,7.7233849,0
540,,,,,21,blind channel,2100.937,2100.937,2100.937,8.3577738,0
541,,,,,14,blind channel,2175.442,2175.442,2175.442,7.6751752,0
542,,,,,11,blind channel,2003.939,2003.939,2003.939,5.2845502,0
543,,,,,10,blind channel,2173.821,2173.821,2173.821,7.6751752,0
544,,,,,9,blind channel,2002.732,2002.732,2002.732,5.2845502,0
545,,,,,18,blind channel,1982.161,1982.161,1982.161,3.629401,0
546,,,,,17,blind channel,2039.844,2039.844,2039.844,8.0473146,0
547,,,,,8,blind channel,2166.843,2166.843,2166.843,8.1604738,0
548,,,,,20,blind channel,2113.351,2113.351,2113.351,8.3577738,0
549,,,,,4979,distributary channel,2047.062,2047.062,2047.062,0.4872608,0
550,,,,,15,blind channel,2150.808,2150.808,2150.808,7.5212388,0
551,,,,,42,blind channel,1953.326,1953.326,1953.326,3.6082051,0
552,,,,,16,blind channel,2039.374,2039.374,2039.374,8.5119495,0
553,,,,,15,blind channel,2136.772,2136.772,2136.772,7.5212388,0
554,,,,,16,blind channel,2024.338,2024.338,2024.338,7.2200069,0
555,,,,,20,blind channel,2179.542,2179.542,2179.542,6.8936558,0
556,,,,,17,blind channel,2126.377,2126.377,2126.377,7.5212388,0
557,,,,,16,blind channel,2008.924,2008.924,2008.924,5.6882,0
558,,,,,15,blind channel,2026.031,2026.031,2026.031,6.535553,0
559,,,,,15,blind channel,2207.291,2207.291,2207.291,7.7233849,0
560,,,,,8,blind channel,2053.531,2053.531,2053.531,8.2582302,0
561,,,,,91,blind channel,1812.679,1812.679,1812.679,-0.0982489,0
562,,,,,21,blind channel,2006.954,2006.954,2006.954,4.7000899,0
563,,,,,16,blind channel,1994.646,1994.646,1994.646,3.685945,0
564,,,,,15,blind channel,1988.575,1988.575,1988.575,5.2845502,0
565,,,,,19,blind channel,2128.286,2128.286,2128.286,7.8715248,0
566,,,,,21,blind channel,2158.128,2158.128,2158.128,6.858181,0
567,,,,,22,blind channel,2126.615,2126.615,2126.615,7.5212388,0
568,,,,,47,blind channel,1804.022,1804.022,1804.022,0.1018187,0
569,,,,,20,blind channel,1991.282,1991.282,1991.282,5.2845502,0
570,,,,,46,blind channel,1937.219,1937.219,1937.219,3.6082051,0
571,,,,,7,blind channel,2121.908,2121.908,2121.908,7.4654841,0
572,,,,,44,blind channel,1805.094,1805.094,1805.094,0.1018187,0
573,,,,,9,blind channel,2131.358,2131.358,2131.358,7.5212388,0
574,,,,,8,blind channel,2133.557,2133.557,2133.557,7.544179,0
575,,,,,10,blind channel,2011.303,2011.303,2011.303,6.535553,0
576,,,,,22,blind channel,2193.719,2193.719,2193.719,7.7233849,0
577,,,,,12,blind channel,2005.181,2005.181,2005.181,5.2845502,0
578,,,,,26,blind channel,1978.004,1978.004,1978.004,5.2845502,0
579,,,,,8,blind channel,2010.596,2010.596,2010.596,6.535553,0
580,,,,,17,blind channel,1817.629,1817.629,1817.629,0.1087481,0
581,,,,,5,blind channel,2202.962,2202.962,2202.962,7.544179,0
582,,,,,28,blind channel,1993.555,1993.555,1993.555,0.4425064,0
583,,,,,15,blind channel,2165.249,2165.249,2165.249,6.638732,0
584,,,,,20,blind channel,2143.1,2143.1,2143.1,6.463645,0
585,,,,,16,blind channel,1832.958,1832.958,1832.958,0.7106582,0
586,,,,,3906,distributary channel,2040.932,2040.932,2040.932,0.5052493,1
587,,,,,10,blind channel,2008.181,2008.181,2008.181,5.2845502,0
588,,,,,14,blind channel,2020.838,2020.838,2020.838,6.535553,0
589,,,,,13,blind channel,2111.594,2111.594,2111.594,7.4654841,0
590,,,,,15,blind channel,2118.458,2118.458,2118.458,7.4654841,0
591,,,,,7,blind channel,2050.702,2050.702,2050.702,7.9078898,0
592,,,,,19,blind channel,2142.35,2142.35,2142.35,6.463645,0
593,,,,,17,blind channel,2109.387,2109.387,2109.387,7.4654841,0
594,,,,,10,blind channel,2159.178,2159.178,2159.178,6.638732,0
595,,,,,17,blind channel,2035.788,2035.788,2035.788,7.1189051,0
596,,,,,16,blind channel,2159.178,2159.178,2159.178,6.638732,0
597,,,,,10,blind channel,2120.279,2120.279,2120.279,7.4885969,0
598,,,,,105,blind channel,1787.916,1787.916,1787.916,0.164212,0
599,,,,,14,blind channel,2181.491,2181.491,2181.491,6.638732,0
600,,,,,8,blind channel,1849.064,1849.064,1849.064,8.4444675,0
601,,,,,21,blind channel,1962.897,1962.897,1962.897,5.2845502,0
602,,,,,45,blind channel,1921.027,1921.027,1921.027,3.473551,0
603,,,,,29,blind channel,2131.365,2131.365,2131.365,6.463645,0
604,,,,,13,blind channel,2118.193,2118.193,2118.193,7.4885969,0
605,,,,,11,blind channel,2123.107,2123.107,2123.107,7.544179,0
606,,,,,29,blind channel,1979.241,1979.241,1979.241,0.4330709,0
607,,,,,24,blind channel,2171.749,2171.749,2171.749,6.638732,0
608,,,,,9,blind channel,2103.852,2103.852,2103.852,7.4654841,0
609,,,,,17,blind channel,2102.145,2102.145,2102.145,7.4654841,0
610,,,,,21,blind channel,2144.193,2144.193,2144.193,6.5570431,0
611,,,,,8,blind channel,2023.338,2023.338,2023.338,5.5381088,0
612,,,,,12,distributary channel,1968.327,1968.327,1968.327,0.4330709,0
613,,,,,17,blind channel,2124.365,2124.365,2124.365,6.463645,0
614,,,,,7,blind channel,2137.3,2137.3,2137.3,7.544179,0
615,,,,,20,blind channel,1947.669,1947.669,1947.669,4.6153412,0
616,,,,,5,blind channel,2106.465,2106.465,2106.465,5.942327,0
617,,,,,20,blind channel,2086.417,2086.417,2086.417,6.5253782,0
618,,,,,106,blind channel,1772.188,1772.188,1772.188,0.2187291,0
619,,,,,15,blind channel,2104.587,2104.587,2104.587,7.4885969,0
620,,,,,6,blind channel,2182.699,2182.699,2182.699,6.638732,0
621,,,,,29,blind channel,1905.299,1905.299,1905.299,3.3744559,0
622,,,,,20,blind channel,2096.344,2096.344,2096.344,5.942327,0
623,,,,,17,blind channel,2110.622,2110.622,2110.622,6.220171,0
624,,,,,18,blind channel,1902.971,1902.971,1902.971,3.3744559,0
625,,,,,27,blind channel,1902.178,1902.178,1902.178,3.3744559,0
626,,,,,25,blind channel,1931.977,1931.977,1931.977,3.4812939,0
627,,,,,7,blind channel,2089.66,2089.66,2089.66,6.9344611,0
628,,,,,14,blind channel,2090.601,2090.601,2090.601,5.942327,0
629,,,,,16,blind channel,2128,2128,2128,6.125484,0
630,,,,,18,blind channel,2126.086,2126.086,2126.086,6.125484,0
631,,,,,27,blind channel,1916.992,1916.992,1916.992,3.3744559,0
632,,,,,17,blind channel,2089.359,2089.359,2089.359,5.942327,0
633,,,,,107,blind channel,1756.167,1756.167,1756.167,0.1470228,0
634,,,,,16,blind channel,2072.088,2072.088,2072.088,5.9550729,0
635,,,,,12,blind channel,2130.829,2130.829,2130.829,6.125484,0
636,,,,,11,blind channel,2075.702,2075.702,2075.702,5.942327,0
637,,,,,20,blind channel,2075.288,2075.288,2075.288,5.942327,0
638,,,,,67,blind channel,1886.228,1886.228,1886.228,3.3744559,0
639,,,,,15,blind channel,2075.26,2075.26,2075.26,5.9550729,0
640,,,,,20,blind channel,2064.846,2064.846,2064.846,5.9550729,0
641,,,,,9,blind channel,2145.314,2145.314,2145.314,6.125484,0
642,,,,,7,blind channel,1839.837,1839.837,1839.837,7.9136481,0
643,,,,,25,blind channel,2110.565,2110.565,2110.565,6.125484,0
644,,,,,108,blind channel,1740.439,1740.439,1740.439,0.0488489,0
645,,,,,22,blind channel,2060.646,2060.646,2060.646,5.2916999,0
646,,,,,81,blind channel,1871.379,1871.379,1871.379,3.3744559,0
647,,,,,16,blind channel,1825.402,1825.402,1825.402,7.022377,0
648,,,,,8,blind channel,2067.796,2067.796,2067.796,5.9550729,0
649,,,,,8,blind channel,2034.233,2034.233,2034.233,7.9693031,0
650,,,,,21,blind channel,2049.396,2049.396,2049.396,5.9550729,0
651,,,,,20,blind channel,2095.13,2095.13,2095.13,6.125484,0
652,,,,,19,blind channel,2045.917,2045.917,2045.917,5.2780409,0
653,,,,,7,blind channel,2043.953,2043.953,2043.953,5.2780409,0
654,,,,,12027,distributary channel,1942.96,1942.96,1942.96,0.4363517,0
655,,,,,162,blind channel,1724.918,1724.918,1724.918,0.0479601,0
656,,,,,8,blind channel,1832.074,1832.074,1832.074,7.022377,0
657,,,,,20,blind channel,2088.473,2088.473,2088.473,6.125484,0
658,,,,,10,blind channel,2053.896,2053.896,2053.896,5.9550729,0
659,,,,,16,blind channel,1814.124,1814.124,1814.124,7.022377,0
660,,,,,9,blind channel,1816.624,1816.624,1816.624,7.022377,0
661,,,,,79,blind channel,1857.115,1857.115,1857.115,3.3560381,0
662,,,,,12,blind channel,2030.261,2030.261,2030.261,5.2780409,0
663,,,,,13,blind channel,2092.802,2092.802,2092.802,6.125484,0
664,,,,,12,blind channel,2037.411,2037.411,2037.411,5.5783172,0
665,,,,,16,blind channel,2037.618,2037.618,2037.618,5.5783172,0
666,,,,,4,blind channel,2114.544,2114.544,2114.544,6.125484,0
667,,,,,17,blind channel,2048.946,2048.946,2048.946,5.9550729,0
668,,,,,15,blind channel,2032.054,2032.054,2032.054,5.2780409,0
669,,,,,20,blind channel,2107.544,2107.544,2107.544,6.125484,0
670,,,,,19,blind channel,2024.518,2024.518,2024.518,5.2780409,0
671,,,,,18,blind channel,2019.162,2019.162,2019.162,5.5783172,0
672,,,,,6,blind channel,2058.861,2058.861,2058.861,5.4295349,0
673,,,,,16,blind channel,1799.139,1799.139,1799.139,6.2704949,0
674,,,,,31,blind channel,2073.538,2073.538,2073.538,5.4295349,0
675,,,,,121,blind channel,1708.812,1708.812,1708.812,0.0479601,0
676,,,,,65,blind channel,1842.559,1842.559,1842.559,2.895988,0
677,,,,,18,blind channel,2005.384,2005.384,2005.384,5.794838,0
678,,,,,24,blind channel,2022.183,2022.183,2022.183,5.1903968,0
679,,,,,18,blind channel,2008.704,2008.704,2008.704,5.17067,0
680,,,,,8,blind channel,2121.701,2121.701,2121.701,6.356853,0
681,,,,,17,blind channel,1783.446,1783.446,1783.446,2.636456,0
682,,,,,73,blind channel,1826.917,1826.917,1826.917,2.895988,0
683,,,,,36,blind channel,2057.432,2057.432,2057.432,5.2670698,0
684,,,,,106,blind channel,1692.619,1692.619,1692.619,0.0479601,0
685,,,,,7,blind channel,1762.239,1762.239,1762.239,9.0077047,0
686,,,,,20,blind channel,1990.934,1990.934,1990.934,5.1321211,0
687,,,,,25,blind channel,2006.99,2006.99,2006.99,5.1903968,0
688,,,,,7,distributary channel,1913.188,1913.188,1913.188,2.3213339,0
689,,,,,23,blind channel,1994.547,1994.547,1994.547,5.17067,0
690,,,,,92,blind channel,1691.797,1691.797,1691.797,0.0624017,0
691,,,,,55,blind channel,1810.81,1810.81,1810.81,2.799253,0
692,,,,,130,blind channel,1683.705,1683.705,1683.705,0.0281653,0
693,,,,,22,blind channel,1992.505,1992.505,1992.505,5.1321211,0
694,,,,,62,blind channel,1798.446,1798.446,1798.446,2.733258,0
695,,,,,23,blind channel,1979.855,1979.855,1979.855,4.853199,0
696,,,,,58,blind channel,1769.911,1769.911,1769.911,2.615978,0
697,,,,,16,blind channel,1747.84,1747.84,1747.84,2.3378651,0
